county_fips,state,rurality,total_population,pop_65_plus,pct_65_plus,pct_seniors_living_alone,broadband_access_pct,primary_care_per_100k,home_health_agencies_per_10k_seniors,meals_on_wheels_coverage_pct,transit_access_score,senior_poverty_pct,medicare_advantage_pct,senior_food_insecurity_pct,senior_fall_hospitalizations_per_1k,caregiver_distance_gap_pct,clinical_access_score,social_infrastructure_score,economic_security_score,physical_safety_score,digital_access_score,food_security_score,caregiver_proximity_score,aipr_index,readiness_tier,cluster_id,archetype
23888,FL,Rural,8910,2792,31.34,33.1,41.59,41.59,0.31,32.78,26.16,7.52,68.8,11.19,15.86,61.01,19.25,31.49,75.54,55.94,22.42,76.43,29.99,42.14,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
23956,OH,Rural,6049,1177,19.46,40.39,79.49,39.08,0.2,65.81,10.63,8.42,62.35,11.7,24.69,62.95,17.59,44.36,69.63,19.27,73.64,73.42,27.21,41.81,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
24007,GA,Urban,112095,18675,16.66,31.36,89.78,88.77,5.36,38.09,76.62,7.8,28.31,14.8,16.42,43.25,61.61,61.14,58.51,53.61,87.54,55.16,55.36,61.2,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
24017,WA,Urban,21024,3305,15.72,26.45,93.54,107.21,2.39,48.07,67.84,15.55,58.42,18.08,15.02,35.53,59.63,62.9,41.45,59.43,92.62,35.83,66.39,58.96,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
24070,UT,Suburban,96080,17968,18.7,24.41,84.12,60.11,1.68,30.45,19.6,10.47,49.49,13.5,17.66,30.88,33.58,26.59,56.9,48.46,79.89,62.82,73.03,49.76,At risk,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
24443,WY,Rural,11183,2648,23.68,21.26,52.14,21.91,0.42,47.66,2.0,8.51,52.52,18.38,20.53,65.53,9.9,28.35,65.41,36.54,36.68,34.06,23.53,31.45,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
24784,VA,Small town,32020,5203,16.25,39.36,89.93,43.34,5.15,17.62,31.59,10.91,55.49,17.4,18.75,28.62,38.27,24.69,57.62,43.94,87.74,39.84,76.26,48.89,At risk,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
24785,IL,Rural,10644,3080,28.94,25.87,74.63,30.8,1.05,31.53,12.21,13.04,68.78,14.65,18.65,82.0,16.67,23.43,54.91,44.35,67.07,56.04,0.0,34.88,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
24835,ID,Small town,33772,7238,21.43,39.69,70.76,5.1,2.47,21.08,33.9,9.19,65.69,12.87,27.57,38.69,9.23,28.09,68.07,7.31,61.84,66.53,61.87,36.85,Critical,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
24873,LA,Small town,34092,7220,21.18,35.36,68.42,40.43,2.12,29.53,12.69,13.93,41.5,16.0,24.97,75.23,25.46,22.41,40.82,18.11,58.68,48.08,9.67,30.21,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
24881,MO,Urban,293945,45760,15.57,16.56,92.93,77.75,6.84,55.51,29.64,5.67,51.18,12.44,9.94,21.55,61.69,47.73,75.49,80.52,91.8,69.06,86.36,70.71,Strong,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
24907,VT,Rural,11042,1995,18.07,23.0,58.89,40.09,1.94,29.43,13.08,14.95,45.72,20.12,17.46,71.52,24.62,22.55,38.67,49.29,45.8,23.81,14.97,31.19,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
24950,OR,Suburban,22469,3392,15.1,22.99,86.22,68.48,1.26,48.06,64.88,10.47,28.45,17.65,18.86,31.92,36.17,61.35,48.59,43.48,82.73,38.36,71.54,51.32,At risk,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
24957,NC,Small town,30813,6248,20.28,26.52,58.33,54.74,2.41,59.24,37.66,10.32,50.47,15.21,24.14,30.52,33.65,54.27,57.84,21.55,45.04,52.74,73.54,45.59,At risk,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
25039,VT,Rural,13480,2722,20.2,26.64,52.71,40.59,2.61,37.61,8.78,7.87,77.83,15.84,24.94,41.61,27.38,25.5,77.79,18.23,37.45,49.03,57.7,39.49,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
25063,NC,Small town,15971,4511,28.25,44.98,68.41,44.63,10.08,51.91,25.39,5.83,28.03,15.39,18.34,52.45,57.39,43.23,65.76,45.64,58.66,51.68,42.21,52.8,At risk,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
25158,MD,Rural,2315,464,20.08,20.54,60.45,18.72,1.91,45.44,7.19,4.17,51.66,12.81,24.0,39.69,13.9,29.64,81.28,22.13,47.91,66.88,60.44,40.96,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
25160,MI,Urban,84833,8975,10.58,28.37,85.06,57.65,0.63,39.63,63.66,7.6,51.21,15.05,17.8,35.2,28.43,55.37,68.3,47.88,81.16,53.68,66.86,53.01,At risk,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
25199,NE,Small town,26538,5678,21.4,30.7,79.37,26.66,1.46,48.5,29.02,12.73,56.03,17.58,24.08,41.76,16.15,42.95,51.04,21.8,73.47,38.77,57.49,38.38,Critical,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
25284,CA,Small town,22378,4187,18.71,26.99,62.22,37.13,2.41,63.76,9.91,6.85,38.52,14.96,21.79,59.23,24.91,42.69,66.09,31.31,50.3,54.21,32.53,40.94,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
25408,PA,Small town,52131,9098,17.45,27.66,85.44,39.78,2.75,29.08,27.99,4.62,32.05,10.9,14.49,54.47,27.5,30.09,71.86,61.63,81.68,78.14,39.33,51.33,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
25533,NC,Urban,233081,24694,10.59,20.73,88.42,70.83,0.38,24.57,65.99,7.05,32.7,12.12,17.32,42.96,34.03,47.02,63.04,49.88,85.7,70.95,55.77,53.74,At risk,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
25559,OR,Urban,433813,45311,10.44,27.64,99.0,89.44,1.31,23.75,57.86,9.04,70.63,13.89,18.46,18.87,46.76,42.27,70.58,45.14,100.0,60.52,90.19,60.46,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
25606,NV,Suburban,19236,3220,16.74,30.07,91.13,90.6,6.57,51.92,58.3,9.19,38.24,12.91,15.14,43.46,67.05,60.38,57.24,58.93,89.36,66.29,55.06,64.32,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
25607,SC,Suburban,27812,3110,11.18,28.97,78.04,73.42,0.87,53.81,55.86,10.01,45.01,11.32,15.56,31.97,37.16,60.3,56.85,57.18,71.68,75.66,71.47,57.32,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
25735,WV,Small town,28441,4689,16.49,30.42,77.61,38.73,3.68,30.48,43.46,14.42,81.46,18.46,13.91,65.51,30.47,39.04,54.76,64.04,71.09,33.59,23.56,44.12,At risk,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
25792,NH,Small town,30076,7360,24.47,35.48,67.52,56.36,1.5,8.1,25.1,15.25,41.72,17.96,21.16,48.04,31.05,15.27,35.97,33.93,57.46,36.54,48.51,34.79,Critical,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
25796,MN,Small town,5724,975,17.05,32.62,62.21,53.98,2.0,28.55,25.94,18.12,56.79,14.9,19.26,25.48,31.74,28.69,31.2,41.82,50.28,54.57,80.74,41.75,At risk,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
26088,CO,Small town,25836,5423,20.99,27.43,69.4,61.33,0.44,45.67,18.0,4.33,66.89,12.13,13.93,57.34,29.54,35.42,86.7,63.95,60.0,70.89,35.23,51.91,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
26179,SC,Small town,28168,4017,14.26,19.97,67.81,40.37,1.62,37.07,16.81,7.25,66.22,13.44,16.58,43.12,23.56,29.34,75.53,52.95,57.85,63.17,55.54,47.22,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
26261,VA,Suburban,11802,1630,13.81,23.4,81.51,49.5,2.39,40.52,46.72,13.15,33.36,16.72,18.04,31.92,30.98,47.11,40.52,46.89,76.36,43.84,71.54,47.1,At risk,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
26323,OK,Small town,18239,3850,21.11,25.68,80.55,25.9,1.93,30.67,20.45,8.77,42.01,11.81,17.77,32.02,17.54,27.17,60.29,48.01,75.07,72.78,71.4,46.63,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
26424,UT,Suburban,39242,6611,16.85,28.51,94.94,70.52,1.71,52.2,82.89,13.77,56.23,13.12,16.59,54.47,38.87,73.36,47.23,52.91,94.51,65.06,39.33,55.63,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
26483,UT,Urban,191656,32406,16.91,24.13,96.58,80.97,3.02,42.8,67.78,11.29,79.01,16.81,8.97,31.72,48.96,59.52,65.49,84.55,96.73,43.31,71.83,64.86,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
26486,SD,Small town,29089,6368,21.89,21.39,60.07,45.13,0.57,46.21,18.55,16.5,41.34,13.77,22.27,65.33,21.99,36.05,31.15,29.32,47.39,61.23,23.81,33.22,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
26497,MT,Small town,35257,9667,27.42,19.87,86.54,61.83,2.47,40.23,22.24,14.46,45.09,16.2,16.04,43.26,37.4,34.17,40.26,55.19,83.16,46.91,55.34,47.33,At risk,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
26691,CA,Suburban,100657,18689,18.57,17.09,85.62,84.2,0.18,45.34,38.21,14.53,57.87,16.0,9.93,45.36,39.92,45.74,45.04,80.56,81.92,48.08,52.34,53.92,At risk,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
26712,AL,Small town,24467,4673,19.1,25.59,71.99,38.33,4.41,44.42,27.42,8.93,60.68,14.27,10.11,62.51,33.01,39.53,67.07,79.82,63.5,58.28,27.84,51.18,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
26727,ID,Small town,22526,4512,20.03,18.18,67.59,41.98,1.75,25.01,21.66,10.13,61.52,15.68,20.92,47.19,24.85,24.21,62.91,34.93,57.55,49.97,49.73,40.24,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
26846,MN,Rural,1500,321,21.43,21.0,67.18,41.75,3.5,43.22,9.63,9.34,40.15,18.73,19.71,65.71,31.29,29.5,57.43,39.95,57.0,32.0,23.27,38.08,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
26847,PA,Small town,35330,8453,23.93,24.64,79.21,38.31,0.05,49.08,29.03,4.78,44.55,8.91,19.32,33.9,16.65,43.33,76.2,41.57,73.26,89.86,68.71,51.51,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
26932,MS,Rural,8489,2163,25.48,18.98,58.48,22.69,3.16,54.17,3.84,16.09,55.02,19.63,22.01,62.16,20.55,33.44,38.09,30.4,45.24,26.69,28.34,30.45,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
26957,AK,Suburban,63856,11756,18.41,29.28,82.25,65.01,1.02,43.83,38.43,13.33,69.67,10.05,20.15,29.73,33.54,44.89,54.18,38.12,77.36,83.15,74.67,52.48,At risk,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
27063,ID,Rural,12179,2493,20.48,31.44,44.46,20.07,2.01,24.49,20.2,9.19,48.66,18.16,21.74,52.34,14.94,23.12,61.35,31.52,26.3,35.36,42.37,31.54,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
27185,WI,Small town,43500,9543,21.94,23.7,73.66,61.48,3.19,26.64,26.52,15.46,51.69,12.08,15.7,42.07,39.93,27.78,39.12,56.6,65.76,71.18,57.04,47.91,At risk,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
27548,WY,Small town,49339,9637,19.53,24.38,64.96,46.27,1.87,31.91,3.39,8.1,37.64,20.33,16.44,43.38,27.43,19.07,61.07,53.53,54.0,22.57,55.17,40.08,At risk,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
27788,MD,Small town,17603,3446,19.58,30.22,63.08,34.64,2.92,40.65,26.33,3.52,78.09,11.43,21.19,48.73,25.59,36.57,94.15,33.8,51.46,75.01,47.53,48.48,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
27894,SD,Suburban,95696,13797,14.42,22.72,84.27,71.13,1.52,36.29,46.65,14.33,54.16,19.96,20.56,34.19,38.46,44.39,44.32,36.42,80.09,24.75,68.3,45.7,At risk,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
28011,OR,Small town,28135,6818,24.23,22.3,68.06,36.81,4.66,22.27,16.8,5.64,67.09,15.97,17.99,44.7,33.19,19.94,81.88,47.09,58.19,48.26,53.29,46.61,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
28124,WA,Rural,9728,2080,21.39,34.18,53.54,43.46,1.75,22.18,8.76,9.76,52.42,13.81,24.77,70.91,25.58,15.7,60.7,18.94,38.57,60.99,15.84,32.24,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
28192,VT,Rural,13677,3322,24.29,32.31,56.98,29.8,1.78,8.62,11.44,11.28,53.19,14.61,21.72,68.91,18.91,8.48,55.33,31.6,43.22,56.28,18.7,30.86,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
28251,NY,Rural,4112,974,23.7,30.61,47.5,21.96,1.81,3.0,2.0,11.96,31.0,13.69,22.12,45.87,15.13,0.0,44.03,29.94,30.41,61.7,51.61,29.25,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
28282,MA,Small town,29112,7476,25.68,32.55,85.64,24.02,1.97,36.16,41.1,13.72,21.89,18.46,29.33,45.9,16.75,41.41,33.86,0.0,81.95,33.59,51.57,32.19,Critical,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
28376,NY,Small town,18779,4112,21.9,15.14,82.1,77.05,0.6,70.48,16.86,12.71,69.53,15.02,19.84,44.06,37.95,50.57,56.44,39.41,77.16,53.86,54.2,49.97,At risk,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
28401,KY,Rural,1500,341,22.77,35.12,64.92,30.5,0.84,63.15,23.76,12.59,53.09,13.99,26.65,46.36,15.73,49.51,50.4,11.13,53.95,59.93,50.91,37.07,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
28477,ME,Suburban,176532,34836,19.73,29.35,90.55,91.64,3.87,24.3,85.1,7.5,54.89,15.34,12.23,37.08,57.45,56.8,70.12,71.01,88.58,51.97,64.17,64.52,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
28484,NM,Rural,6365,1534,24.11,33.06,48.55,25.19,3.5,40.1,31.55,11.62,34.51,13.4,28.57,68.4,23.07,38.94,46.69,3.16,31.82,63.41,19.43,30.55,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
28542,NH,Small town,30811,6613,21.47,29.32,51.14,54.83,3.34,17.5,29.75,4.78,39.36,12.09,17.67,52.44,37.19,23.66,74.15,48.42,35.32,71.13,42.23,46.1,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
28563,NJ,Urban,337445,39526,11.71,27.29,85.16,81.08,2.73,19.63,46.49,16.44,66.87,17.84,14.76,22.78,47.93,33.73,41.46,60.51,81.3,37.24,84.6,52.65,At risk,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
28580,MD,Urban,180802,25028,13.84,25.35,89.83,111.81,1.29,21.24,74.03,5.17,76.36,11.46,5.25,41.23,57.79,49.09,87.3,100.0,87.61,74.84,58.24,71.97,Strong,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
28799,MI,Rural,17285,4228,24.46,29.2,46.75,14.2,1.18,34.84,2.0,9.18,43.3,13.44,22.34,77.99,8.92,20.21,59.27,29.03,29.39,63.17,5.73,28.34,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
28831,AL,Urban,317942,32964,10.37,25.13,86.66,65.48,1.9,35.45,52.75,5.49,61.4,17.03,12.69,33.86,37.08,47.03,80.2,69.1,83.32,42.02,68.77,58.13,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
28871,NM,Suburban,85910,12708,14.79,32.21,86.06,71.78,4.3,41.54,50.16,7.73,54.66,13.58,18.47,43.9,49.2,49.55,69.17,45.1,82.51,62.35,54.43,56.8,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
28983,NJ,Suburban,88612,16928,19.1,17.48,91.19,63.54,2.29,47.29,53.26,10.55,50.31,14.32,11.42,41.66,37.57,54.81,56.92,74.38,89.45,57.98,57.63,57.82,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
29251,WA,Urban,107904,12205,11.31,23.75,97.48,67.85,0.8,33.28,65.55,8.49,77.93,13.96,22.38,30.31,34.13,52.32,75.52,28.86,97.95,60.11,73.84,55.23,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
29351,MT,Suburban,25110,3986,15.88,39.27,96.85,66.18,0.48,38.51,52.38,14.85,45.66,18.08,20.48,48.91,32.1,48.78,39.02,36.75,97.09,35.83,47.27,44.73,At risk,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
29561,MS,Rural,8884,1888,21.25,23.24,62.57,33.63,3.58,22.69,12.92,11.36,69.37,12.96,26.73,57.76,27.56,18.19,61.42,10.8,50.77,66.0,34.63,35.59,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
29660,AR,Urban,154896,23798,15.36,25.57,84.57,67.41,5.24,19.18,54.74,8.74,57.34,15.56,12.81,39.14,50.55,37.74,66.46,68.6,80.5,50.68,61.23,57.8,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
29680,GA,Rural,4750,925,19.48,21.7,78.0,37.79,0.36,17.01,10.84,9.99,51.76,15.64,23.6,50.4,17.55,13.5,59.58,23.8,71.62,50.21,45.14,35.62,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
29980,LA,Rural,7941,2147,27.05,29.02,58.5,36.6,3.66,47.09,2.0,15.13,71.21,12.58,13.06,68.57,29.33,27.99,48.06,67.57,45.27,68.24,19.19,42.15,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
30216,MD,Suburban,53111,7956,14.98,22.58,79.78,71.16,2.69,33.27,47.89,13.95,56.06,21.07,16.37,45.43,42.86,43.12,46.49,53.82,74.03,18.21,52.24,46.68,At risk,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
30348,ME,Urban,436225,48512,11.12,25.89,96.54,95.11,0.99,11.8,88.13,6.17,50.65,17.12,12.01,33.98,48.37,50.45,73.42,71.93,96.68,41.48,68.6,62.14,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
30848,MA,Small town,42752,8596,20.11,32.09,59.68,51.05,2.31,37.12,37.87,7.91,71.31,12.16,17.11,51.82,31.45,40.34,75.07,50.75,46.86,70.71,43.11,48.85,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
30880,RI,Urban,129845,15410,11.87,22.81,96.53,95.22,0.68,20.52,87.82,12.3,69.49,13.12,11.95,32.92,47.27,55.82,57.95,72.18,96.66,65.06,70.11,62.89,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
31000,CT,Suburban,112796,13394,11.87,31.73,83.09,70.98,1.64,61.25,61.48,11.84,68.83,16.31,13.83,26.76,38.83,67.95,59.41,64.37,78.5,46.26,78.91,58.83,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
31023,LA,Rural,1500,339,22.65,31.93,29.9,37.32,1.99,29.9,8.51,6.51,12.0,10.04,15.35,43.87,23.43,20.47,56.89,58.06,6.62,83.21,54.47,40.6,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
31086,DE,Rural,13587,3010,22.15,33.33,44.54,27.72,4.62,47.54,26.68,13.35,58.16,19.75,19.18,64.92,28.52,41.13,49.56,42.15,26.41,25.99,24.4,34.74,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
31099,KY,Rural,14220,3432,24.14,27.84,63.6,22.16,1.58,53.25,3.74,7.11,54.97,12.67,20.76,71.72,14.37,32.8,71.61,35.59,52.16,67.71,14.69,38.05,Critical,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
31104,OH,Suburban,64035,7684,12.0,45.0,80.88,68.37,1.09,24.63,45.33,15.45,51.51,21.24,23.3,49.37,35.47,36.3,39.09,25.04,75.51,17.21,46.61,37.87,Critical,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
31472,AZ,Rural,6885,1202,17.46,33.33,63.12,26.09,2.54,39.06,14.42,12.51,60.54,13.94,21.9,65.48,19.92,29.36,53.64,30.86,51.51,60.22,23.6,35.59,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
31497,LA,Rural,8249,1507,18.27,28.95,68.88,43.57,2.98,45.75,16.2,6.2,55.65,13.2,22.89,51.49,30.25,34.53,75.28,26.74,59.3,64.58,43.59,44.79,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
31527,AK,Suburban,130178,27204,20.9,21.74,87.45,67.8,1.05,39.62,36.04,8.49,61.49,17.56,10.61,38.07,35.04,40.97,69.03,77.74,84.39,38.89,62.76,55.53,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
31542,WV,Small town,15561,2966,19.06,26.42,78.26,19.47,0.77,43.06,28.29,8.42,48.25,13.56,18.84,39.21,10.0,39.12,64.06,43.56,71.97,62.46,61.13,44.07,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
31561,OR,Urban,432015,59998,13.89,35.56,93.3,88.35,0.84,19.39,88.21,11.11,72.97,16.12,18.7,32.19,44.46,55.3,63.77,44.14,92.3,47.38,71.16,56.68,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
31586,IL,Suburban,60463,9955,16.47,37.26,92.04,57.09,4.64,45.76,38.15,9.72,62.91,17.62,20.17,29.9,43.18,45.97,64.99,38.04,90.59,38.54,74.43,53.5,At risk,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
31662,GA,Small town,1500,203,13.57,35.87,77.4,35.22,2.89,31.19,32.02,6.15,59.6,12.07,17.5,45.72,25.76,33.53,77.02,49.13,70.81,71.24,51.83,49.78,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
31781,CA,Urban,162953,21304,13.07,31.71,88.51,90.61,1.5,42.89,48.13,5.2,58.91,9.93,18.73,31.93,48.05,49.35,80.3,44.02,85.82,83.85,71.53,62.18,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
32073,MO,Urban,174581,25934,14.86,19.47,92.95,79.91,4.12,50.88,49.4,12.59,68.2,12.39,12.62,35.35,52.56,55.08,56.36,69.39,91.82,69.36,66.64,63.05,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
32113,PA,Rural,11874,2820,23.76,29.92,78.09,27.24,1.04,47.36,16.5,11.59,66.3,17.09,17.54,61.25,14.87,35.71,59.35,48.96,71.74,41.66,29.64,39.62,Critical,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
32121,NJ,Rural,10491,2816,26.84,19.55,49.37,37.69,1.85,42.88,2.0,10.9,50.42,16.33,19.57,33.64,23.09,25.31,55.66,40.53,32.93,46.14,69.09,38.81,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
32226,VT,Small town,41015,10372,25.29,18.08,87.62,40.16,0.67,46.99,25.26,11.53,65.86,18.27,17.47,70.2,19.89,40.04,59.4,49.25,84.62,34.71,16.86,40.9,At risk,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
32306,LA,Rural,12923,2654,20.54,28.43,45.51,19.35,3.99,47.64,12.17,8.15,54.44,13.57,18.84,38.18,22.01,33.63,67.52,43.56,27.72,62.4,62.6,42.48,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
32471,IA,Rural,5874,1398,23.81,30.14,58.87,34.87,0.97,58.94,32.11,11.2,78.84,11.9,17.73,73.25,18.39,51.19,65.75,48.17,45.77,72.25,12.5,42.42,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
32629,MO,Urban,261689,29491,11.27,32.42,94.27,67.84,0.99,37.52,64.11,20.15,67.37,13.18,13.64,22.71,34.84,54.26,27.8,65.16,93.61,64.7,84.7,55.09,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
32883,GA,Small town,29658,5447,18.37,29.98,69.3,60.28,2.58,40.3,17.44,14.96,43.24,24.16,16.24,59.24,37.04,31.72,37.66,54.36,59.86,0.0,32.51,37.06,Critical,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
32984,WI,Suburban,42428,7964,18.77,30.19,82.11,66.95,0.16,51.05,30.94,9.4,84.63,16.08,20.97,12.0,31.28,45.57,74.76,34.72,77.18,47.61,100.0,53.56,At risk,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
32987,GA,Urban,244052,31174,12.77,21.09,90.61,110.51,0.53,31.13,95.71,8.51,22.57,14.75,13.13,13.08,54.3,66.66,53.59,67.28,88.66,55.45,98.46,65.96,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
33152,MO,Rural,5876,1448,24.66,26.37,63.05,9.54,3.27,19.31,14.02,3.0,60.92,12.9,24.5,72.9,14.44,16.61,89.31,20.06,51.42,66.35,13.0,35.58,Critical,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
33347,NE,Small town,35301,6072,17.2,17.96,88.85,51.09,0.83,44.91,43.77,14.56,42.25,13.25,18.36,29.94,25.92,48.36,38.76,45.56,86.28,64.29,74.37,48.88,At risk,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
33527,AZ,Small town,25428,5390,21.2,14.98,71.57,46.84,8.33,35.12,50.27,13.49,78.35,14.41,14.31,48.9,51.93,45.53,57.01,62.38,62.93,57.45,47.29,54.49,At risk,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
33809,MS,Urban,328029,43356,13.22,31.44,91.58,89.42,2.22,21.09,68.42,8.43,55.54,18.73,9.74,26.83,50.16,46.08,66.9,81.35,89.97,32.0,78.81,61.77,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
